index,fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
66,Aamer,Futagami,F,702,774-1312,LAS VEGAS,NV,89108,S,Y,65000,0.0,0,0,0
67,Aamer,Molzberger,F,302,848-1483,DOVER,DE,19904,M,Y,35000,4.245455,0,220,110
68,Aamer,Kahl,F,808,781-2906,TRIPLER ARMY MEDICAL CENTER,HI,96859,S,Y,85000,8.25,1040,0,1040
69,Aamer,Double,F,406,420-4725,WILSALL,MT,59086,S,N,90000,6.9,1900,0,0
70,Aamer,Reznick,F,507,303-6732,HOLLOWAY,MN,56249,M,Y,95000,7.85,0,6600,3300
72,Aamod,Moorman,M,646,869-7362,MACEDON,NY,14502,M,N,10000,4.011585,0,0,0
73,Aamod,Iida,M,843,111-3539,MYRTLE BEACH,SC,29579,M,N,70000,7.0,0,6600,0
74,Aamod,Marshall,M,401,903-6124,BRADFORD,RI,2808,M,N,50000,0.0,0,0,0
78,Aamod,Noerr,M,603,424-8446,GREENFIELD,NH,3047,S,Y,45000,0.0,0,0,0
81,Aamod,Toulouse,M,276,864-3652,HAGUE,VA,22469,M,Y,25000,5.75,0,1800,900
82,Aamod,Samadani,M,801,591-6486,FORT DUCHESNE,UT,84026,M,N,60000,7.0,0,4950,0
83,Aamod,Click,M,307,281-5087,BOULDER,WY,82923,S,Y,80000,0.0,0,0,0
84,Aamod,Minnear,M,334,310-4988,MOBILE,AL,36688,M,N,100000,5.0,0,3000,0
89,Aamod,Fahringer,M,802,805-7185,MONTPELIER,VT,5609,S,N,30000,3.6019895,3300,0,0
91,Aantony,Greibach,F,563,572-2233,LEIGHTON,IA,50143,S,N,70000,8.98,40,0,0
93,Aantony,Abbasi,F,201,571-6702,NEW BRUNSWICK,NJ,8933,M,N,60000,2.0308332,0,2000,0
94,Aantony,Heinke,F,939,723-9893,GUAYNABO,PR,966,M,N,30000,0.0,0,0,0
95,Aantony,Dragt,F,947,246-9880,MUSKEGON,MI,49440,M,Y,95000,3.9,0,6200,3100
97,Aantony,Tawa,F,941,343-6169,LAKELAND,FL,33806,S,N,5000,0.0,0,0,0
98,Aantony,Oskamp,F,843,376-1740,LOCKHART,SC,29364,M,Y,30000,7.0,0,6600,3300
99,Aantony,Broker,F,304,260-6745,COAL CITY,WV,25823,M,N,5000,3.0,0,4000,0
101,Aantony,Wessel,F,704,650-7272,CHARLOTTE,NC,28201,S,N,65000,7.0961537,3300,0,0
103,Aantony,Korcuska,F,936,531-7687,HOUSTON,TX,77265,S,Y,20000,0.0,0,0,0
104,Aantony,Hamblin,F,402,374-6683,OMAHA,NE,68120,S,Y,65000,6.84,103,0,103
105,Aantony,Pricer,F,859,537-4286,KRYPTON,KY,41754,S,N,25000,3.2222223,20,0,0
114,Aarne,Richters,F,608,233-8089,CABLE,WI,54821,S,N,65000,5.575788,700,0,0
115,Aarne,Port,F,703,976-9637,ARLINGTON,VA,22205,M,N,75000,5.75,0,1800,0
116,Aarne,Gibbard,F,808,705-1314,HONOLULU,IH,96838,M,N,85000,8.25,0,2080,0
117,Aarne,Gorski,F,443,625-6134,SNOW HILL,MD,21863,S,Y,10000,4.75,2400,0,2400
118,Aarne,Pietra,F,636,649-1383,POMONA,MO,65789,S,N,20000,6.0,2100,0,0
121,Aarni,Haack,M,312,946-4884,CHICAGO,IL,60617,M,N,45000,3.0,0,4000,0
123,Aarni,Bolsens,M,910,909-1021,CHARLOTTE,NC,28243,M,Y,35000,6.466783,0,6600,3300
125,Aarni,Seinturier,M,703,517-1433,RINER,VA,24149,M,N,40000,5.75,0,1800,0
126,Aarni,Brattka,M,580,511-3765,PARK HILL,OK,74451,M,N,25000,6.25,0,2000,0
127,Aarni,Varney,M,207,710-6248,SWANS ISLAND,ME,4685,M,N,15000,6.9580293,0,5700,0
131,Aarni,Messier,M,845,734-8296,AURIESVILLE,NY,12016,M,N,95000,4.5039635,0,0,0
136,Aarni,Matveev,M,843,899-9067,SPARTANBURG,SC,29303,M,N,40000,7.0,0,6600,0
139,Aarni,Artiges,M,267,633-5574,CONCORD,PA,17217,S,N,10000,3.07,0,0,0
141,Aarno,Kolvik,M,551,287-5458,CLARKSBORO,NJ,8020,S,N,80000,2.34625,1000,0,0
144,Aarno,Govindjee,M,252,452-9841,GREENSBORO,NC,27407,M,Y,45000,6.6765733,0,6600,3300
146,Aarno,Rassart,M,701,407-2891,VOLTAIRE,ND,58792,S,Y,90000,2.7990127,3300,0,3300
147,Aarno,Cremilleux,M,412,165-1004,PHILADELPHIA,PA,19191,S,N,40000,3.07,0,0,0
148,Aarno,Niessner,M,405,818-2953,NORMAN,OK,73072,S,N,45000,6.25,1000,0,0
149,Aarno,Giacomo,M,603,944-1384,LEBANON,NH,3756,M,N,85000,0.0,0,0,0
152,Aarno,Brune,M,214,186-5908,MARSHALL,TX,75670,M,N,10000,0.0,0,0,0
153,Aarno,Sallaberry,M,239,588-6889,BRANDON,FL,33511,M,Y,10000,0.0,0,0,0
154,Aarno,Conheeney,M,813,696-3717,APALACHICOLA,FL,32320,S,Y,15000,0.0,0,0,0
156,Aarno,Easwarakumar,M,406,651-9780,FALLON,MT,59326,S,Y,90000,6.9,1900,0,1900
158,Aarno,Wygladala,M,443,105-4183,ELLICOTT CITY,MD,21041,M,Y,40000,4.75,0,4800,2400
159,Aarno,Bajoga,M,703,320-6339,SUFFOLK,VA,23436,S,Y,55000,5.75,900,0,900
161,Aaron,Streitz,M,207,140-3191,OCEAN PARK,ME,4063,S,N,15000,6.9580293,2850,0,0
162,Aaron,McKie,M,707,867-7985,HUNTINGTON BEACH,CA,92615,M,Y,30000,6.590543,0,174,272
163,Aaron,Mormann,M,406,215-8363,JOLIET,MT,59041,S,Y,55000,6.9,1900,0,1900
167,Aaron,Thorensen,M,678,120-5549,MACON,GA,31201,S,Y,20000,6.0,2700,0,3000
168,Aaron,Devesa,M,520,546-1270,LAKESIDE,AZ,85929,S,N,75000,3.8775,2100,0,0
172,Aaron,Wiggers,M,301,285-1417,LAUREL,MD,20726,M,Y,55000,4.75,0,4800,2400
176,Aaron,Marrakchi,M,660,685-3843,ROCK PORT,MO,64482,S,N,80000,6.0,2100,0,0
178,Aaron,Brendel,M,903,499-7376,JEFFERSON,TX,75657,S,Y,75000,0.0,0,0,0
179,Aarron,Rodier,M,401,560-2733,FISKEVILLE,RI,2823,S,Y,90000,0.0,0,0,0
181,Aarron,Stamp,M,864,507-6328,LEXINGTON,SC,29072,S,Y,25000,7.0,3300,0,3300
184,Aarron,Iseli,M,435,569-4955,SARATOGA SPRINGS,UT,84045,M,Y,50000,7.0,0,4950,2475
185,Aarron,Vignes,M,701,913-1759,WESTHOPE,ND,58793,M,N,50000,2.3353226,0,6600,0
186,Aarron,Wixon,M,207,436-4327,STONEHAM,ME,4231,M,Y,75000,8.5,0,5700,2850
189,Aarron,Bergeron,M,907,828-3444,JUNEAU,AK,99850,M,N,5000,0.0,0,0,0
190,Aarron,Manolakos,M,614,620-3368,LOGAN,OH,43138,S,N,55000,2.3717437,1300,0,0
192,Aarron,Noth,M,218,465-6681,MILAN,MN,56262,M,Y,5000,5.35,0,6600,3300
196,Aarron,Rubio,M,567,751-1589,CLEVELAND,OH,44198,S,N,25000,1.3758974,1300,0,0
200,Aarron,Loffredo,M,207,636-8558,NORWAY,ME,4268,M,N,5000,2.2135036,0,5700,0
201,Aarron,Nasser,M,202,437-1446,WASHINGTON,DvC,20066,M,Y,20000,6.75,0,2740,1370
202,Aarti,Coggins,M,605,836-6030,CENTERVILLE,SD,57014,M,N,40000,0.0,0,0,0
203,Aarti,Trachtman,M,253,320-9075,EVERETT,WA,98207,M,N,80000,0.0,0,0,0
204,Aarti,Stellhorn,M,225,719-5254,BATON ROUGE,LA,70812,S,N,15000,2.8,4500,0,0
207,Aarti,Magnusson,M,918,873-7336,FELT,OK,73937,M,N,90000,6.25,0,2000,0
212,Aarti,Donath,M,502,468-1058,CLOVERPORT,KY,40111,S,Y,75000,6.0,20,0,20
213,Aarti,Bert,M,602,489-9701,YUMA,AZ,85364,S,N,85000,4.0325,2100,0,0
214,Aarti,Calbrix,M,513,460-6317,COLUMBUS,OH,43260,S,Y,10000,0.8779744,1300,0,1300
215,Aarti,Jumpertz,M,405,580-4461,OKLAHOMA CITY,OK,73148,M,N,15000,6.25,0,2000,0
216,Aarti,Reeker,M,505,562-1580,TYRONE,NM,88065,S,N,40000,5.3,3300,0,0
219,Aarti,Brahme,M,206,768-4476,GALVIN,WA,98544,S,Y,75000,0.0,0,0,0
221,Aashu,Plesniewicz,M,228,360-2941,CARRIERE,MS,39426,S,Y,80000,5.0,6000,0,1500
223,Aashu,Asplund,M,803,752-3780,COLUMBIA,SC,29209,S,N,15000,7.0,3300,0,0
224,Aashu,Kusakari,M,939,552-4108,LUQUILLO,PR,773,S,N,75000,0.0,0,0,0
228,Aashu,Zapatrin,***,360,333-6407,APPLETON,WA,98602,S,N,60000,0.0,0,0,0
229,Aashu,Bordawekar,M,202,988-7815,WASHINGTON,tDC,20440,M,Y,40000,9.0,0,2740,1370
233,Aashu,Ade,M,650,809-5208,LAKE ELSINORE,CA,92531,M,N,5000,1.0,0,174,0
234,Aashu,Arz,M,802,553-7148,COLCHESTER,VT,5439,S,Y,35000,3.7014668,3300,0,3300
240,Aashu,Fraichard,M,302,439-9113,WILMINGTON,DE,19891,M,Y,75000,5.95,0,220,110
244,Abbas,Belleghem,F,939,863-4000,FAJARDO,PR,738,S,N,10000,0.0,***,0,0
247,Abbas,Andreotta,F,336,155-7625,LIBERTY,NC,27298,S,N,55000,6.8863635,3300,0,0
248,Abbas,Lupton,F,956,579-1599,PRINCETON,TX,75407,S,Y,15000,0.0,0,0,0
254,Abbas,Matthew,F,662,518-8533,MIZE,MS,39116,S,N,80000,5.0,6000,0,0
255,Abbas,Brykczynski,F,302,481-7570,DOVER AFB,DE,19902,S,Y,65000,5.95,110,0,110
256,Abbas,Bol,F,770,500-1200,OXFORD,GA,30054,M,N,90000,6.0,0,5400,0
258,Abbas,Mutschke,F,773,329-9623,CREAL SPRINGS,IL,62922,M,N,80000,3.0,0,4000,0
260,Abbas,Anogianakis,F,303,801-7796,PINECLIFFE,CO,80471,M,N,15000,4.63,0,0,0
261,Abbas,Rathonyi,F,415,644-6918,HUNTINGTON BEACH,CA,92649,S,Y,10000,1.869,87,0,272
262,Abbas,Laitinen,F,701,391-5005,REGENT,ND,58650,S,N,80000,2.68309,3300,0,0
270,Abdalla,Erwig,M,304,892-8944,GLADY,WV,26268,S,N,90000,6.5,2000,0,0
271,Abdalla,Maclin,M,601,227-8057,CARTHAGE,MS,39051,S,N,40000,5.0,6000,0,0
273,Abdalla,Musha,M,541,491-1253,SHANIKO,OR,97057,S,Y,60000,9.0,159,0,159
279,Abdalla,Wechsung,M,970,998-1708,CENTRAL CITY,CO,80427,M,N,40000,4.63,0,0,0
280,Abdechahid,Yakhnis,M,701,991-6336,FORT RANSOM,ND,58033,S,N,35000,2.161439,3300,0,0
282,Abdechahid,Deverell,M,325,625-3552,FRITCH,TX,79036,M,N,5000,0.0,0,0,0
283,Abdechahid,Westby,M,610,737-1267,NESCOPECK,PA,18635,S,Y,20000,3.07,0,0,0
285,Abdechahid,Gursel,M,501,914-6217,WABASH,AR,72389,M,Y,55000,7.0,0,40,20
286,Abdechahid,Bellone,M,641,315-1489,REDDING,IA,50860,S,N,75000,8.98,40,0,0
287,Abdechahid,Mulkers,M,808,274-6481,HOLUALOA,HI,96725,S,Y,90000,8.25,1040,0,1040
289,Abdechahid,Kugler,M,404,770-2190,WINDER,GA,30680,M,N,30000,6.0,0,5400,0
290,Abdechahid,Okurowski,M,401,281-4029,CRANSTON,RI,2910,S,N,40000,0.0,0,0,0
293,Abdel,Highnam,M,601,464-9985,VICKSBURG,MS,39183,M,N,100000,5.0,0,12000,0
294,Abdel,Getfert,M,423,398-5451,JELLICO,TN,37762,S,Y,50000,0.0,0,0,0
295,Abdel,Rajaraman,M,406,170-5101,DILLON,MT,59725,M,N,35000,6.9,0,3800,0
297,Abdel,Crouse,M,605,707-9448,ELK POINT,SD,57025,M,Y,25000,0.0,0,0,0
298,Abdel,Rensink,M,253,715-9894,SPOKANE,WA,99213,M,Y,20000,0.0,0,0,0
299,Abdel,Gerard,M,208,843-1342,EAGLE,ID,83616,M,N,50000,7.8,0,6600,0
300,Abdel,Clemmensen,M,828,676-9936,MACCLESFIELD,NC,27852,S,N,65000,7.0961537,3300,0,0
302,Abdel,Reitenspies,M,859,826-6760,MORGANFIELD,KY,42437,S,N,35000,3.7777777,20,0,0
303,Abdel,Stetina,M,503,134-1941,SWEET HOME,OR,97386,M,Y,55000,9.0,0,318,159
305,Abdel,Nuseibeh,M,504,870-6154,BATON ROUGE,LA,70831,S,N,20000,4.4,4500,0,0
306,Abdel,Beauzamy,M,769,992-4900,STURGIS,MS,39769,S,Y,5000,3.0,6000,0,1500
309,Abdel,Grad,M,701,710-9758,PEKIN,ND,58361,S,Y,10000,2.1,3300,0,3300
311,Abdel,Darbha,M,310,909-6392,SACRAMENTO,CA,95837,S,Y,90000,9.3,87,0,272
312,Abdel,Mauboussin,M,401,510-8223,PROVIDENCE,RI,2908,S,Y,85000,0.0,0,0,0
313,Abdel,Stemann,M,623,476-7734,PHOENIX,AZ,85004,M,Y,80000,3.955,0,4200,2300
315,AbdelAli,Standing,F,302,326-2896,NEWARK,DE,19717,M,Y,10000,2.540909,0,220,110
316,AbdelAli,Teniente,F,301,745-6434,BALTIMORE,MD,21203,M,Y,60000,4.75,0,4800,2400
320,AbdelAli,Zwicker,F,479,331-2149,BENTON,AR,72158,S,Y,35000,7.0,20,0,20
321,AbdelAli,Junger,F,603,966-1060,CENTER HARBOR,NH,3226,M,N,15000,0.0,0,0,0
323,AbdelAli,Lindqvist,F,253,470-2961,GALVIN,WA,98544,M,Y,70000,0.0,0,0,0
326,AbdelAli,Quinqueton,F,606,737-9994,ELKTON,KY,42220,S,N,95000,6.0,20,0,0
327,Abdelaziz,Haraldsson,F,980,606-9359,NORWOOD,NC,28128,S,Y,90000,7.6206293,3300,0,3300
329,Abdelaziz,Ishigami,F,207,616-4115,PATTEN,ME,4765,M,N,100000,8.5,0,5700,0
330,Abdelaziz,Scherr,F,505,692-5532,ALBUQUERQUE,NM,87112,S,N,10000,3.2428572,3300,0,0
335,Abdelaziz,Herget,F,409,146-6483,SPRING BRANCH,TX,78070,M,Y,10000,0.0,0,0,0
337,Abdelaziz,Dolken,F,865,708-8715,MILLINGTON,TN,38053,M,N,60000,0.0,0,0,0
340,Abdelaziz,Kamakoti,F,989,744-7921,MUNGER,MI,48747,M,Y,15000,3.9,0,6200,3100
342,Abdelaziz,Hisano,F,802,284-3164,WILMINGTON,VT,5363,M,Y,5000,3.6,0,6600,3300
347,Abdelaziz,Boizumault,F,703,433-9902,LYNCHBURG,VA,24512,M,N,20000,5.75,0,1800,0
348,Abdelaziz,Cincotta,F,501,534-6500,ALMA,AR,72921,M,Y,35000,7.0,0,40,20
350,Abdelaziz,Menhoudj,F,720,188-7543,COLORADO SPRINGS,CO,80997,S,N,45000,4.63,0,0,0
353,Abdelghani,Toint,F,907,596-1164,POINT BAKER,AK,99927,M,N,20000,0.0,0,***,0
354,Abdelghani,Luga,F,772,568-4864,TAMPA,FL,33613,S,N,90000,0.0,0,0,0
355,Abdelghani,Belt,F,618,258-1109,TILTON,IL,61833,S,Y,35000,3.0,2000,0,2000
356,Abdelghani,Goni,F,404,833-5037,MARIETTA,GA,30065,M,Y,65000,6.0,0,5400,3000
357,Abdelghani,Petri,F,505,143-2114,VADITO,NM,87579,S,Y,15000,4.957143,3300,0,3300
358,Abdelghani,Sssuwa,F,401,817-7678,HOPE VALLEY,RI,2832,S,N,60000,0.0,0,0,0
360,Abdelghani,Pashtan,F,478,859-5638,DAWSON,GA,39842,M,Y,20000,6.0,0,5400,3000
368,Abdelghani,Furedi,F,501,550-1383,OLA,AR,72853,M,Y,15000,3.773037,0,40,20
370,Abdelghani,Tsiligaridis,F,702,271-6562,RUTH,NV,89319,M,N,70000,0.0,0,0,0
372,Abdelghani,Tupikova,F,307,327-9505,GILLETTE,WY,82718,M,Y,55000,0.0,0,0,0
374,Abdelghani,Laube,F,251,354-3980,SEMMES,AL,36575,M,N,65000,5.0,0,3000,0
375,Abdelghani,Strcalov,F,270,611-2771,LOUISVILLE,KY,40293,M,N,30000,3.5,0,40,0
380,Abdelhak,Abelha,F,507,522-5280,HOPKINS,MN,55305,S,N,20000,5.35,3300,0,empty
381,Abdelhak,Ruhle,F,763,352-5450,ADAMS,MN,55909,M,N,20000,5.35,0,6600,0
382,Abdelhak,Poot,lF,386,121-1848,LAKE HELEN,FL,32744,M,Y,25000,0.0,0,0,0
383,Abdelhak,Annaratone,F,314,187-2810,BELLFLOWER,MO,63333,S,Y,5000,3.75,2100,0,1200
385,Abdelhak,Heijne,F,443,353-1856,SOUTHERN MD FACILITY,MD,20697,S,N,50000,4.75,2400,0,0
387,Abdelhak,Iijima,F,662,564-3012,FOREST,MS,39074,M,N,50000,5.0,0,12000,0
388,Abdelhak,Burgess,F,203,220-5603,COBALT,CT,6414,S,Y,15000,5.0,12750,0,0
389,Abdelhak,Toussaint,F,913,275-5959,PARK,KS,67751,S,Y,30000,6.45,2250,0,2250
394,Abdelhak,Mashey,F,304,461-4726,GLENGARY,WV,25421,M,Y,90000,6.5,0,4000,2000
396,Abdelhak,Rish,F,907,572-6028,ALLAKAKET,AK,99720,M,Y,100000,0.0,0,0,0
397,Abdelhak,Gwinn,F,207,793-9120,BAILEYVILLE,ME,4694,S,Y,25000,8.5,2850,0,2850
398,Abdelhakim,Vainstein,F,920,556-8788,NEW FRANKEN,WI,54229,M,N,10000,4.620155,0,1400,0
399,Abdelhakim,Pelc,F,320,941-3842,SQUAW LAKE,MN,56681,M,N,75000,7.85,0,6600,0
400,Abdelhakim,Pilouk,F,501,306-6068,WILMAR,AR,71675,S,N,60000,7.0,20,0,0
401,Abdelhakim,Leufke,F,980,778-2673,CHARLOTTE,NC,28258,M,Y,75000,7.305944,0,6600,3300
402,Abdelhakim,Vlaxodimitropoulos,F,774,633-7628,BALDWINVILLE,MA,1436,M,N,70000,5.3,0,7150,0
408,Abdelhakim,Lebel,F,513,144-3101,HAMILTON,OH,45011,S,Y,30000,1.5418718,1300,0,1300
411,Abdelhakim,Carrive,F,618,757-2974,MAKANDA,IL,62958,S,Y,80000,3.0,2000,0,2000
414,Abdelhakim,Dingle,F,910,787-9700,TARBORO,NC,27886,S,Y,60000,6.9912586,3300,0,3300
416,Abdelhakim,Kazakov,F,808,279-6506,HAWI,HI,96719,S,Y,75000,8.25,1040,0,1040
417,Abdelhakim,Tanzariello,F,253,452-8210,RYDERWOOD,WA,98581,M,N,100000,0.0,0,0,0
420,Abdelilah,Etoh,F,503,921-4504,POST,OR,97752,S,N,25000,9.0,159,0,0
422,Abdelilah,Brazier,F,920,501-4695,COLGATE,WI,53017,S,Y,60000,5.488912,700,0,400
423,Abdelilah,Vuskovic,F,715,939-3527,WITTENBERG,WI,54499,S,Y,60000,5.488912,700,0,400
424,Abdelilah,Wachs,F,202,272-3415,WASHINGTON,fDC,20213,S,N,15000,5.625,1370,0,0
426,Abdelilah,Creusere,F,775,354-8236,HENDERSON,NV,89074,S,Y,90000,0.0,0,0,0
427,Abdelilah,Nascimento,F,541,283-6326,GRANTS PASS,OR,97526,M,Y,95000,9.0,0,318,159
429,Abdelilah,Nuth,F,605,350-4326,PRESHO,SD,57568,S,Y,45000,0.0,0,0,0
430,Abdelilah,Kubiatowicz,F,302,827-7465,BETHEL,DE,19931,M,N,15000,2.8818183,0,220,0
431,Abdelilah,Schreiter,F,707,582-1073,SAN DIEGO,CA,92137,M,Y,70000,9.3,0,174,272
432,Abdelilah,Bidwell,F,302,863-7340,MILTON,DE,19968,S,Y,35000,4.245455,110,0,110
433,Abdelilah,Lambe,F,515,703-5721,SOLON,IA,52333,S,N,95000,8.98,40,0,0
434,Abdelilah,Korcuska,F,323,804-5923,MORAGA,CA,94570,S,Y,10000,1.869,87,0,272
435,Abdelilah,Rajanarayanan,F,775,684-4666,LAS VEGAS,NV,89120,S,Y,20000,0.0,0,0,0
440,Abdelilah,Stocker,F,541,753-9833,HILLSBORO,OR,97123,S,Y,60000,9.0,159,0,159
441,Abdelilah,Barbanera,F,505,882-7022,OCATE,NM,87734,S,Y,20000,5.3,3300,0,3300
442,Abdelillah,Asuru,M,614,528-4750,EAST LIBERTY,OH,43319,M,N,45000,2.039795,0,2600,0
443,Abdelillah,Achugbue,M,936,263-3151,AMARILLO,TX,79124,M,N,100000,0.0,0,0,0
446,Abdelillah,Reed,M,603,929-6368,MADISON,NH,3849,S,N,90000,0.0,0,0,0
449,Abdelillah,Rorvig,M,402,984-2930,TEKAMAH,NE,68061,S,N,15000,4.7976766,103,0,0
451,Abdelillah,Baba,M,402,858-9650,BRISTOW,NE,68719,M,Y,35000,6.84,0,206,103
452,Abdelillah,Hohler,M,971,121-7832,PORTLAND,OR,97254,S,N,45000,9.0,159,0,0
453,Abdelillah,Tucker,M,502,359-9829,SUMMERSVILLE,KY,42782,S,Y,80000,6.0,20,0,20
454,Abdelillah,Pfening,M,808,742-4675,HONOLULU,HI,96810,M,Y,25000,5.546053,0,2080,1040
455,Abdelillah,Lafferriere,M,304,168-7527,PARKERSBURG,WV,26102,S,N,100000,6.5,2000,0,0
458,Abdelillah,Wilm,M,931,390-9945,KNOXVILLE,TN,37927,S,Y,50000,0.0,0,0,0
459,Abdelillah,Shackel,M,702,118-3332,DEETH,NV,89823,S,N,70000,0.0,0,0,0
461,Abdelillah,Kisielewicz,M,864,635-7719,GAFFNEY,SC,29340,S,N,40000,7.0,3300,0,0
464,Abdelkader,Marquardt,M,727,583-3736,OCALA,FL,34475,S,Y,5000,0.0,0,0,0
466,Abdelkader,Mackie,M,808,134-5517,MAKAWAO,HI,96768,M,N,55000,8.25,0,2080,0
467,Abdelkader,Lukasiewicz,M,256,514-9484,BIRMINGHAM,AL,35295,M,Y,25000,5.0,0,3000,300
468,Abdelkader,Pierro,M,318,576-1436,SHREVEPORT,LA,71152,S,Y,60000,6.0,4500,0,1000
469,Abdelkader,Kamm,M,267,232-8042,PHILADELPHIA,PA,19130,M,Y,15000,3.07,0,0,0
471,Abdelkader,Dutta,M,337,671-8125,NEW ORLEANS,LA,70190,S,Y,60000,6.0,4500,0,1000
472,Abdelkader,Deutz,M,985,429-2700,SHREVEPORT,LA,71102,M,N,25000,6.0,0,9000,0
473,Abdelkader,Koehl,M,269,612-3420,SAINT CLAIR SHORES,MI,48082,S,Y,35000,3.9,3100,0,3100
474,Abdelkader,Krauter,M,351,634-9257,MEDWAY,MA,2053,M,Y,65000,5.3,0,7150,1000
475,Abdelkader,Aronsson,M,404,595-5202,GOUGH,GA,30811,M,Y,30000,6.0,0,5400,3000
477,Abdelmadjid,Kavvadias,F,302,716-7894,BETHANY BEACH,DE,19930,M,N,65000,5.95,0,220,0
478,Abdelmadjid,Ablaeyv,F,701,869-1301,SAINT ANTHONY,ND,58566,M,Y,30000,2.1034775,0,6600,3300
479,Abdelmadjid,Chattergy,F,808,959-4429,KAPAA,HI,96746,M,N,30000,6.447368,0,2080,0
480,Abdelmadjid,Schahn,F,970,965-1363,MEAD,CO,80542,M,Y,95000,4.63,0,0,0
481,Abdelmadjid,Fadgyas,F,918,980-8981,FAIRLAND,OK,74343,M,N,90000,6.25,0,2000,0
485,Abdelmadjid,Franzblau,F,715,156-8849,MADISON,WI,53784,S,N,30000,4.967658,700,0,0
487,Abdelmadjid,Ossenbruggen,F,505,233-3630,YOUNGSVILLE,NM,87064,S,N,40000,5.3,3300,0,0
488,Abdelmadjid,Dekhtjar,F,856,831-9366,BLOOMFIELD,NJ,7003,S,Y,75000,2.267396,1000,0,1500
490,Abdelmadjid,Puterman,F,202,710-2119,WASHINGTON,C,20043,M,N,85000,9.0,0,2740,0
491,Abdelmadjid,Papastavrou,F,505,116-3130,CARSON,NM,87517,M,N,45000,5.3,0,6600,0
492,Abdelmadjid,Ghiselli,F,701,535-6500,FINLEY,ND,58230,S,Y,35000,2.161439,3300,0,3300
495,Abdelmadjid,Ferriere,F,870,302-3414,MOUNT JUDEA,AR,72655,M,Y,25000,6.16338,0,40,20
496,Abdelmajid,Unno,M,314,708-5785,BRUMLEY,MO,65017,M,N,20000,6.0,0,4200,0
498,Abdelmajid,Rahman,M,208,417-7349,BOISE,ID,83702,S,Y,100000,7.8,3300,0,3300
500,Abdelmajid,Jacques,M,304,425-7959,ROCK CAVE,WV,26234,M,Y,20000,3.7,0,4000,2000
503,Abdelmajid,Meddes,M,307,729-8409,BAIROIL,WY,82322,S,N,25000,0.0,0,0,0
